linkedin_id,job_title,contract,mode,city,country,company,sector,job_posting_title,description,linkedin_skills
3548598680,Analyst,Full-time,Hybrid,Warsaw,Poland,NATEK,Information Technology & Services,PowerBI Analyst,"Job Description

Do you have expertise in, and passion for information technology? Would you like to apply your expertise to impact the IT strategy in a company that follows the science and turns ideas into life changing medicines? If so, this might be the position for you!

Your responsibilities

Power BI Report development
Building Analysis Services reporting models
Developing visual reports, KPI scorecards, and dashboards using Power BI desktop
Connecting data sources, importing data, and transforming data for Business intelligence
Translating data into informative reports and visuals
Implementing row-level security on data along with an understanding of application security layer models in Power BI
Using advanced-level calculations on the data set
Responsible for design methodology and project documentaries
Work in close collaboration with UX designer and product owner/specialist in implementing new ideas and maintaining existing functionalities based on Power BI
Designing, developing, and deploying quality analytical solutions with customer impact in mind

Applying and adhering to good software engineering practices

Prototype new ideas, both individually and across teams
You are fully encouraged to fail and learn than stay where you are.

Our requirements

Experience with Power BI / Power Automate / Power Apps
Experience of delivery within a matrix management structure
Experience in management of vendors and suppliers
Experience working in the Pharmaceutical or Healthcare industry IT environment

Benefits

Internal Mobility Program – enjoy many opportunities for career growth, job rotations, diversity of projects & technologies
International, diverse, and inclusive working environment – get experience in global projects for worldwide leaders and enjoy multinational teams
Referral Program - enjoy cooperation with your colleagues and get the bonus!
5/10 years NATEK club – we offer long term cooperation and celebrate each fifth year cooperation anniversary with gifts
NATEK CSR Events & team buildings - enjoy our values: accountability, partnership and expertise and #workITwithus
Education – benefit from our know how, learning courses and certificates and IT events – be part of community of leaders of the industry and take part as a speaker or a visitor

For CoW:

Relocation Bonus - reimbursement for moving expenses for out-of-town candidates
Bonuses for Personal Events - we congratulate you important events of your life: marriage, giving birth to children, university graduation, etc.
Benefit Plus (Cafeteria) – use our e-shop with corporate benefits like travel, theater tickets, books etc.
We take care about you future - Life insurance & Pension plan (PPK)
Additional Medical health care – on top of standard health insurance
Multisport Club Card
Technical and Personal training – we are investing in your skills growth
Language courses
1 paid day off for volunteering – we are supportive in all charity ideas

""""","Microsoft Power Apps, Microsoft Power Automate, Building Analysis, Vendor Management, Documentaries, Analytical Solutions, Report Development, Key Performance Indicators, Calculations, and Software Engineering Practices"
3582846913,Data Specialist,Full-time,On-site,Paris,France,Air France,Airlines/Aviation,Data and Performance marketing manager H/F,"Description du poste Intitulé du poste

Data and Performance marketing manager H/F

Métier

Stratégie et développement - Etudes et Performance

Catégorie socio-professionnelle

Cadre

Description De La Mission

Développer la connaissance client et déterminer les insights stratégiques permettant de nourrir la création:

En s’appropriant les études existantes et en formulant des recommandations sur les nouvelles études à mener à partir de nos datas internes par marché stratégique : profil client, segmentation, analyse des comportements et des parcours clients (cookies, navigation…)
En suivant la mise en œuvre de ces études
En s’assurant de la fiabilité des données et leur interprétation
En s’appuyant sur les solutions d'analyse de données existantes (modèles, scoring, exploration) ou en accompagnant le développement de nouvelles solutions.
En formulant des recommandations sur la restitution des résultats/analyses de façon dynamique à partir des outils de Data visualisation existants ou en accompagnant le développement de nouvelles solutions.

Améliorer nos performances de campagne (Awareness, considération, trafic):

En identifiant et définissant les KPIs pertinents selon les typologies de clients définis dans la segmentation;
En analysant nos performances de campagne de communication marketing;
En faisant des recommandations stratégiques et opérationnelles;
En mettant en place des dashbords de suivi des KPI;
En recommandant des modèles d’attribution, notamment pour la communication offline (MMM), pilotant leur déploiement et l’analyse des résultats.

Profil recherché

Titulaire d'un bca+5, vous justifiez d'une expérience d'environ 5 ans dans le monde de la data marketing/Etudes. Au cours de votre parcours, vous avez eu l'opportunité de mettre votre expertise au service des utilisateurs.

Expert d'Excel, de PowerBI et Spotfire, vous maîtrisez le langage des bases de données SQL et l'univers des flux de données. Vous maîtrisez la logique de construction de bases de données.

Vous avez également pu exercer en équipe avec les équipes de la Data et de l'IT.

Vous avez un goût pour les visualisations pertinentes à vocation pédagogique.
Vous vous inscrivez dans un processus de compréhension métier et vous aimez les besoins et la pertinence des hypothèses et KPIs en place.
Vous savez simplifier/vulgariser les concepts compliqués pour en faire des informations appréhendables par tous.

Rejoignez nous!

Type de contrat

CDI

Type d'horaires

Administratif

Localisation du poste Localisation du poste

France, Ile-de-France, Val d'Oise (95)

Site

45 rue de Paris 95747 ROISSY CHARLES DE GAULLE CEDEX","Spotfire, Key Performance Indicators, Communication, SQL, Data Visualization, Business Insights, Data Modeling, Data Analytics, Cookies, and Research Skills"
3579798364,Functional Analyst,Full-time,Hybrid,Padua,Italy,Intesa Sanpaolo,Banking,Analista funzionale,"Intesa Sanpaolo è un gruppo bancario internazionale, leader in Italia e fra i primi 5 gruppi dell'area euro con oltre 20 milioni di clienti in Italia e all’estero. Estremamente innovativo è anche motore di crescita sostenibile e inclusiva, con impatto concreto sulla società e con un forte impegno per l’ambiente.

Scopo e Attività
Siamo alla ricerca di persone con competenze in ambito IT e specializzazione sulle tematiche in ambito bancario, che sappiano gestire la complessità con sicurezza e fiducia, che siano in grado di analizzare le necessità business scomponendo nel dettaglio i requisiti funzionali garantendone atomicità e assenza di conflitto.

Lavorerai all’interno del team di IsyAccount per la nuova Banca Digitale Isybank e analizzerai i requisiti utente, progetterai e gestirai i processi di test, quality assurance e di rilascio in modalità agile e/o waterfall.

Le principali attività:

Analizzare, progettare e/o reingegnerizzare i processi di business interni valutandone la fattibilità, i rischi e gli impatti sulle soluzioni IT esistenti oppure individuando nuove soluzioni
Condurre l’analisi dei requisiti di Business necessaria allo sviluppo di nuove soluzioni IT e al miglioramento di quelle esistenti, curando la relazione con il business owner banca
Affiancare e supportare le strutture di test interagendo con tutti gli stakeholder progettuali
Redigere il documento di analisi funzionale in conformità con i requisiti espressi
Verificare e garantire la correttezza funzionale dei processi e delle soluzioni IT aziendali e la coerenza del disegno della base dati.
Collaborare a stretto contatto con il team di progetto, in particolare con il team di sviluppo IT affinché vengano comprese le esigenze dell’utente e vengano sviluppate nel modo corretto
Curare la progettazione, documentazione e coordinamento dei collaudi delle soluzioni IT, supportando gli utenti e validando il processo di test end-to-end
Supportare il responsabile di riferimento nelle varie fasi del ciclo di vita del software curando le attività di reporting dello stato di avanzamento lavori
Sviluppare la conoscenza del modello dati delle applicazioni che sono oggetto di evoluzione, predisponendo anche l’opportuna documentazione

Esperienza Richiesta
1-3 anni di esperienza in progetti IT a medio/alta complessità preferibilmente nel contesto bancario, finanziario o settore creditizio.

Qualifiche Richieste, Skills

Laurea o diploma specialistico ad indirizzo informatico-scientifico (matematica, fisica, ingegneria informatica)
Buona padronanza della lingua inglese
Ottima conoscenza degli strumenti del pacchetto Office 365
Conoscenza delle fasi progettuali in ambito IT (analisi dei requisiti di business, declinazione in analisi funzionale, etc) e delle metodologie di stima
Conoscenza delle metodologie di sviluppo Waterfall
Conoscenza delle metodologie di sviluppo Agile Scrum
Conoscenza di base di software per la modellazione di dati
Conoscenza di base delle principali tecnologie utilizzate per lo sviluppo delle applicazioni

Concorre a titolo preferenziale aver conoscenza degli strumenti di logging ed aver svolto attività specifiche nell’ambito delle app mobile nel settore bancario, finanziario o creditizio

Entra a far parte di una realtà internazionale e innovativa. Il futuro non si aspetta, si sceglie!

#sharingfuture","Scrum, Informatica, Waterfall Project Management, Quality Assurance, Logging, Business, Banking, Testing, Functional Testing, and Requirements Analysis"
3476330984,Data Analyst,Full-time,On-site,Nantes,France,Inetum,Information Technology & Services,Data Analyst H/F,"Détail de l'offre

Informations générales

Entité de rattachementNous sommes une ESN agile, un groupe international certifié Top Employer Europe 2023.

A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 27 000 athlètes du digital puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.

Chacun de nos talents peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde à impact positif, innover localement dans 27 pays et harmoniser son investissement professionnel et son bien-être personnel.

Rejoignez Inetum. Live your positive digital flow.

Tous nos postes sont ouverts aux personnes en situation de handicap.

Description du poste Métier

Métier AS (Application Services) - Consultant

Intitulé du poste

Data Analyst H/F

Contrat

CDI

Description De La Mission

Rejoignez les équipes de la Practice Data Centre Ouest Inetum

Plus de 100 collaborateurs spécialisés dans la Data, sur 9 agences (Brest, Lanion, Caen, Nantes, Orléans, Le Mans, Niort, Rennes, Tours) assurent la proximité des interventions pour nos clients
Au sein de la communauté, les collaborateurs bénéficient de partages de connaissances, de formations et de parcours de certifications. Les certifications sont travaillées en groupe de révision, avec si possibles des environnements de travail partagés sur la technologie (ex Azure, Databricks, GCP, Informatica, partenaires du groupe inetum). Des projets internes peuvent également être mis en œuvre pour explorer et construire dans un environnement « fail safe ».
Les équipes Centre Ouest sont en lien avec les autres régions, notre centre d’expertise parisien (> 70 collaborateurs) et nos équipes d’outsourcing. Une équipe Innovation apporte l’état de l’art de notre R&D dans nos agences (ex NLP, data vision, IA, ML)
Au sein de nos équipes ou de nos plateaux projets, vous prenez en charge la conception, la réalisation ou le maintien en opération des reporting de nos clients.

En tant que data analyst, vous concentrer votre activité sur l’analyse de données avec un prisme métier, afin d’orienter des décisions (réflexion autour de la construction d’un tableau de bord, sur l’identification des données sources, sur les flux d’alimentation et les contrôles nécessaires).

Dans ce cadre, vous pouvez être amenés à participer aux activités suivantes

Echanges et coordination avec les équipes décisionnelles, les data scientists et les experts métiers et les responsables des systèmes sources
Conception des indicateurs (KPI) et des restitutions sous un format exploitable en concertation avec les utilisateurs clefs.
Utilisation des différents outils à disposition pour explorer, organiser et exploiter les données.
Veille pour développer la capacité de conseil des clients sur les outils (ex ETL vs ELT, data quality, data catalog, MDM, PIM)

Profil

De formation supérieure Bac +5, écoles d'ingénieur(e)s, vous disposez au moins une expérience significative dans la construction de tableau de bord.

Les technologies privilégiées sur ce post sont en priorité Power Bi, Qlik Sense ou BO. Des compétences sur Looker, Tableau ou d’autres outils de visualisation sont appréciées.

Des compétences ETL, Spark ou Python sont un plus.

Vous disposez également de bonnes capacités de modélisation, de formation et de synthèse.

Les bases de l’agilité sont un prérequis. La dynamique d’équipe et la proactivité sont essentielles pour nous vous faites preuve d'un excellent relationnel 😉

Localisation du poste Localisation du poste

France, Ouest, 44 Loire-Atlantique

Ville

Nantes

Critères candidat Niveau d'études min. requis

Bac+5

Niveau d'expérience min. requis

Plus de 2 ans","Data Quality, Tableau, Product Information Management, Qlik Sense, Extract, Transform, Load (ETL), Key Performance Indicators, Visualization, English as a Second Language (ESL), Oracle Meter Data Management (MDM), and Microsoft Power BI"
3630474329,Business Intelligence Engineer,Full-time,Remote,St. Julian's,Malta,Gaming Innovation Group,Gambling & Casinos,Big Data BI Engineer,"As part of the Big Data Business Intelligence Team, you will be using trailblazing technologies to develop solutions that empower business users with self-service analytics. The most exciting aspect of the job is that you get to redesign Business Intelligence solutions using game-changing technologies that are predominantly evolving into becoming more mainstream.You will be required to work on solution analysis and design, data modelling, OLAP development whilst maintaining our existing implementations. You will be working closely with Product Management to exceed the expectations of many stakeholders within a data-driven iGaming platform provider.

Responsibilities:

Sound knowledge of SQL
Experience with visualisation tools such as Qlikview, Qliksense, Sisense or Tableau
Applied understanding of source control methodologies (Git, SVN)
Applied understanding of CI\CD
Good understanding of the iGaming Industry
Has experience with dockerised applications
Used distributed version control systems
Excellent team player
Meticulous and passionate about your work
Good to have:
Analytical mindset
Hold a Bachelor's Degree in Computer Science or equivalent
Can collaborate in scoping exercises
Mentoring skills
Have worked with both Linux and Windows environments.
Knowledge of languages such as Python, Java, Javascript (D3), Unix/Linux

Benefits:

Great career development opportunities
100% remote or hybrid working model
International Health Insurance
Health and Wellbeing Package (350 EUR per year)
Birthday Day Off
Me Time - 1 day off per year
Lunches in the office for free
Gym in the office","Qlik Sense, QlikView, Sisense, Computer Science, Data Modeling, OLAP, Data Engineering, Data Analytics, Visualization, and Analytics"
3610631698,Business Intelligence Engineer,Full-time,On-site,Karlsruhe,Germany,IONOS,Information Technology & Services,Business Intelligence Engineer (f/m/d),"At IONOS, the leading European provider of cloud infrastructure, cloud services and hosting services, you will work together with a wide range of teams. We are characterized by open structures, a friendly working culture and flat hierarchies with a strong team spirit. We firmly believe that work and fun are compatible, and offer you the right environment for this. Our constant growth means that we are always looking for new colleagues. Become part of IONOS and grow with us.

Your Tasks:

You have a degree in Business Information Systems or a comparable course of study as well as several years of experience in the field of Business Intelligence and are looking for an exciting challenge in a dynamic, internationally operating company. In addition, you have:

You will enable data-based enterprise management by preparing and merging raw data and making it available using modern BI technologies.
You will be the contact person for existing reports their data quality, and you will be available to our internal customers in an advisory capacity.
You will create suitable evaluations for complex inquiries.
You will develop ideas to continuously optimize data storage, processing, and provision.

We Appreciate:

You have a degree in Business Information Systems or a comparable course of study as well as several years of experience in the field of Business Intelligence and are looking for an exciting challenge in a dynamic, internationally operating company. In addition, you have:

Confident handling of SQL, knowledge of the MS SQL Server stack and SQL Server Analysis Services is advantageous.
Initial experience in report development with common tools (ideally Microsoft SSRS and Power BI).
Analytical skills and enjoy communicating at all levels of the organization.
A team-oriented and structured approach to work.
A high degree of initiative, a quick grasp and enthusiasm for exciting tasks.
Application-safe MS Office skills as well as a good command of English.

About IONOS

IONOS is the leading European digitalization partner for small and medium-sized businesses (SMB). The company serves around six million customers and operates across 18 markets in Europe and North America, with its services being accessible worldwide. With its Web Presence & Productivity portfolio, IONOS acts as a 'one-stop shop' for all digitalization needs: from domains and web hosting to classic website builders and do-it-yourself solutions, from e-commerce to online marketing tools. In addition, the company offers Cloud Solutions to enterprises who are looking to move to the cloud as their businesses evolve.

We value diversity and welcome all applications - regardless of, for example, gender, nationality, ethnic or social origin, religion, disability, age as well as sexual orientation and identity, physical characteristics, marital status or any other irrelevant factor subject to applicable law.","SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), Report Development, Business Information, Data Quality, Business Intelligence (BI), Data Analytics, Analytics, Data Storage, and Merging"
3560374822,Insights Analyst,Full-time,Hybrid,Mainz,Germany,Reverse,Staffing & Recruiting,SALES DATA / INSIGHTS ANALYST,"Unser Kunde ist ein führender europäischer Produzent und Exporteur von Weinen und Spirituosen mit einer starken Präsenz in über 170 Ländern weltweit. Mit einem Fokus auf Qualität und Nachhaltigkeit hat sich unser Kunde als angesehener Akteur in der Branche etabliert und bietet eine breite Palette von Produkten an, um den unterschiedlichen Geschmäckern und Vorlieben seiner Kunden gerecht zu werden. Mit einem engagierten Team von Fachexperten und einem Bekenntnis zur Innovation ist unser Kunde einen den bedeutendsten Akteuren dieser Branche.

Zur Erweiterung der Verkaufs- und Marketingkapazitäten suchen wir einen SALES DATA ANALYST(m/f/d) für das Team Vertriebscontrolling.

Ihre Aufgaben

Mitwirkung bei der Konzeption und Umsetzung eines digitalen Daten- und Analyse-Setups sowie der Integration neuer Datenquellen
Erstellung von Reports, Dashboards und Ad-hoc-Analysen
Identifizierung von Wachstumspotenzialen und Erstellung von datenbasierten Vertriebs- und Marketingstrategien
Erkennung und Interpretation von Trends und Ursachen, Ableitung von Handlungsempfehlungen für das Vertriebs- und Marketingteam
Erstellung von Präsentationen und Analysen im professionellen Layout

Ihr Profil

Erfolgreich abgeschlossenes Studium in BWL, Wirtschaftsinformatik, Statistik oder vergleichbarer Qualifikation
Mindestens 5 Jahre Berufserfahrung im Bereich der Datenanalyse
Mindestens 3 Jahre Berufserfahrung in der Konsumgüterbranche
Fähigkeit, kreative Problemlösungen zu finden und komplexe Zusammenhänge einfach zu vermitteln
Sicherer Umgang mit Excel, Google Sheets und PowerPoint
Erste Kenntnisse in der Wein-, Sekt- und Spirituosenbranche von Vorteil
Fließende Deutsch- und Englischkenntnisse, Französischkenntnisse von Vorteil
Führerschein Klasse B

Was Für Sie Da Ist

Interessante, abwechslungsreiche Herausforderungen und verantwortungsvolle Aufgaben in einem dynamischen, internationalen Unternehmen
Teamarbeit mit Partnern statt Vorgesetzten
Betriebliche Altersvorsorge
Home-Office Möglich
Weiterbildungsmöglichkeiten auf betriebliche Jahresplanung basiert
Jahresprämie","Google Sheets, Dashboards, Microsoft PowerPoint, Analytical Skills, Advertising, IBM SPSS, Data Analytics, Data Visualization, Analytics, and Microsoft Excel"
3589687606,Reporting Specialist,Full-time,On-site,Amsterdam,Netherlands,TP Vision,Consumer Electronics,Sustainability Reporting Specialist,"About TPV Technology

TPV Technology is an internationally-renowned PC monitor, TV and Digital Signage Displays manufacturer. TPV serves as an original design manufacturer for some of the best-known TV , PC and Digital Signage Displays brands in the industry and distributes its products worldwide under its own brands AOC and Envision. In addition, the company designs, produces and sells Philips-branded monitors, TV's and AVA products, Digital Signage Displays and mobile phones through a license agreement with Philips via its subsidiaries TP Vision and MMD. As an example, the company brings high-quality TV sets to the market: smart and easy to use with sophisticated styling. TPV believes in creating products that touch the human senses and are within reach of all consumers in the markets they operate in. As a leader in the hotel industry, their hospitality TV division serves most the world's major international and national hotel groups, as well as individual hotels, hospitals, cruises and other professional facilities.

About TP Vision

TP Vision is a consumer electronics key player in the world of audio visual digital entertainment. TP Vision concentrates on developing, manufacturing and marketing Philips branded TV sets (Europe, Russia, Middle East, South America, India and selected countries in Asia-Pacific) and audio products (all around the Globe). We do this by combining the innovative Philips brand heritage with our design expertise, operational excellence, flexibility and speed of TPV Technology. With these combined strengths, we bring high-quality TV sets to the market: smart and easy to use with sophisticated styling. We believe in creating products that offer a superior audio and visual experience for consumers. With Philips TVs, TP Vision is a global leader in the hospitality market. TP Vision is the exclusive brand licensee of Philips TVs for the above listed countries and, on the global stage for the Philips audio products.TP Vision employs close to 2,000 people in several locations around the globe and is 100% owned by TPV, one of the world’s leading monitor and LCD TV manufacturers, selling and marketing Philips branded TVs in China. TPV has been able to drive its growth over the years by leveraging its economies of scale and core competencies in R&D, manufacturing, logistic efficiency and quality.

Scope

You will be responsible for the preparation and the implementation of the Corporate Social Responsibility (CSR)-Directive. The first year will be focused on the execution of a double materiality assessment, gap assessment of the CSR-Directive criteria and an EU Taxonomy assessment. After these assessments you will define the roadmap and coordinate with the data owners how to comply with the CSR-Directive.

What Do We Offer You

A new, fulltime position and flexible working (from our refurbished European HQ office in Amsterdam, opposite from Amstel station, and from home)
An entrepreneurial, dynamic, challenging, and fast-moving international working environment, working with great brands
Fast decision-making environment / flat organisation
Competitive remunerationEducation And Related Experience

Master’s Degree in a relevant field
5-10 years proven experience in Sustainability or Compliance
Knowledge of Integrated & sustainability reporting standards and EcoVadis methodology
Fluent in English
Excellent project management skills
Proven track record in independent project management (including budgets, timelines, deliverables and reporting)
Strong analytics skills and communication skills
Strong experience in internal and external stakeholder management
Ambition to grow sustainability skills and the drive to successfully manage multiple projects running at the same time
Critical thinker with strong problem-solving skills
Strong interpersonal and communication skills, stakeholder management skills within and outside the company, and within multicultural diverse organizations
Ambitious, pro-active, high drive for getting-things-done
Able to work independently in dynamic fast changing business environmentMore Info

If you enjoy working with knowledgeable, success-oriented people, for a company that both challenges and respects its professionals, and you've got what it takes to be a great Sustainability Reporting Specialist, then apply today. Please contact Monique Manger (Corporate Recruiter) at info@careersattpvision.com (please include your CV and a short motivation).

Acquisition as a result of this vacancy posting is not appreciated.",Project Management
3609443524,Business Intelligence Analyst,Full-time,On-site,Vienna,Austria,Bluecode,Financial Services,Business Intelligence Analyst (m/w/d),"Über die Stelle

Wir suchen zur Verstärkung unseres Teams für unseren Standort in Innsbruck ab sofort einen neuen Kollegen/neue Kollegin als BI Analyst (m/w/d). Du willst etwas bewegen und liebst die Herausforderungen eines stetig wachsenden und innovativen Unternehmens? Bewirb dich jetzt – wir freuen uns auf dich!

Deine Aufgaben

Du übernimmst die Konzeption, Entwicklung und Umsetzung von dynamischen Management Reports / Dashboards unter Einsatz aktueller BI-Tools
Durch selbstständig erstellte Adhoc Analysen, Reports sowie der Optimierung von Dashboards ermöglichst Du den Führungskräften eine datengetriebene Entscheidungsfindung
Report- und Monitoringanforderungen nimmst Du aus den Fachabteilungen entgegen und berätst diese in der Aufbereitung und Visualisierung der geforderten Daten
Geschäftsprozessen werden von Dir analysiert und geeigneter Messkennzahlen entwickelt
Entlang der Businessanforderungen unterstützt Du bei der Erweiterung unseres bestehendes BI-Datenmodells
Du teilst Deine Erfahrung mit Kollegen aus den Fachabteilungen und trainierst diese, einfache Reports selbst erstellen zu können

Dein Profil

Du verfügst über eine abgeschlossene technische Ausbildung, ein Studium und/oder einschlägige Berufserfahrung
Selbstständiges Arbeiten und kontinuierliches Lernen liegen Dir im Blut
Du besitzt ausgeprägte analytische Fähigkeiten
Grundlegende Kenntnisse im Bereich SQL hast Du bereits erworben
Idealerweise kennst Du dich auch mit Programmiersprachen aus und / oder verfügst bereits über Erfahrung mit Looker

Warum wir?

Abwechslungsreiches Aufgabengebiet mit hohem Maß an Selbstverantwortung
Hoher Gestaltungsfreiraum für neue Ideen und Visionen
Moderne, innovative und lösungsorientierte Firmenkultur
State of the art technology stack
Ein wertschätzendes Miteinander mit engagierten und kompetenten Kollegen
Kurze Entscheidungswege und ein partnerschaftlicher Umgang
Flexible Arbeitszeiten und Gleitzeit

Aus gesetzlichen Gründen weisen wir darauf hin, dass für diese Position ein kollektivvertragliches Monatsbruttogehalt lt. IT-Kollektivvertrag EUR 2.635 auf Vollzeitbasis gilt, mit Bereitschaft zur Überzahlung entsprechend Qualifikation und Berufserfahrung

Alles Weitere erzählen wir dir gerne in einem persönlichen Gespräch.

Über uns

Bei Bluecode bauen wir das europäische mobile Zahlungssystem auf. Eine Lösung aus und für Europa, die mobiles Bezahlen in Kombination mit Mehrwertdiensten ermöglicht. Schon jetzt sind wir im Handel in Österreich und Deutschland weit verbreitet und in einer Vielzahl von Apps wie der Bluecode App, der jö App oder der Müller App und in diversen Fußballvereinen und Kantinen als Zahlungslösung integriert. Was uns jeden Tag antreibt, ist das Gefühl, die Welt des Bezahlens zu verändern und zu gestalten, um das Leben aller zu erleichtern.

Bei Bluecode arbeiten mehr als 70 Menschen in Österreich, Deutschland, der Schweiz und weltweit mit uns zusammen. Unsere Büros in Österreich befinden sich direkt im Zentrum von Wien und Innsbruck. Wir suchen MitarbeiterInnen, die nicht nur für uns, sondern passioniert mit uns an unseren ambitionierten Zielen arbeiten.

Erfahre mehr unter www.bluecode.com oder schaue dir dieses Video an.","Dashboards, Looker (Software), SQL, Management Accounting, Business Intelligence (BI), Data Visualization, Extract, Transform, Load (ETL), Data Modeling, Databases, and Data Science"
3581274264,Data Analyst,Full-time,Hybrid,Lisbon,Portugal,BNP Paribas CIB,Financial Services,PT Compliance Hub - Data Analyst,"About The Job

Initiated by CPL Portugal Hub – OPTI to provide performance measure and more generally end to end reporting on the main compliance processes that are now well recognized as high value added services for compliance and the business
The aim is to create business-facing dashboards and high impact data visualizations and analyses with complex data structures which will support the Compliance Portugal Hub Internal or External clients achieve their objectives in terms of revenue generation, efficiency creation, production levels and risk management
In this frame, the Head Portugal Hub would like to recruit a Data Analyst
Your Main Activities Are

Reporting maintenance and data refresh / produce based on the established frequency the relevant dashboards
Collaborate with internal/external clients to best understand their operational and strategic needs
Create descriptive, predictive and quantitative analyses addressing key business priorities and supporting the stakeholders' decision making
Support and monitor the run of these actvities of data analysis, reporting and data mining
Contribute to disseminate a culture of data driven solutions within BNP Paribas
Provide visibility on performance and activities of BNP Paribas to stakeholders
Develop knowledge on both systems used for reporting production in order to become quickly autonomous
Be able to provide explanation on the calculus methods and formulas for the main indicators
Profile And Skills To Success

Bachelor Degree in Business / IT / Data Science & Analytics
Up to 2 years of relevant experience in Reporting and Data Modeling / Mining
Advanced level of English, both written and oral
Knowledge in Data Viz, Blending , Analytics: Power Bi, Tableau softwares
Proactivity
Ability to collaborate / Teamwork
Creativity & Innovation / Problem solving
Ability to understand, explain and support change
Ability to develop and adapt a process
Why joining BNP Paribas?

Leading banking institution
BNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 65 countries, with around 190 000 Employees – including more than 145 000 in Europe.

Our presence in Portugal
Since 1985, BNP Paribas was one of the first foreign banks to operate in the country. Today, the Group has around 7.100 employees across several entities operating directly in the territory, offering a wide range of integrated financial solutions to support its clients and their businesses.

International reach
BNP Paribas Holds Key Positions In Its Three Core Operating Divisions

Thanks to its international presence and regular and close collaboration among its different entities, BNP Paribas has the resources to support all clients with financing, investment, savings and protection solutions that help make their projects a success.

Retail Banking, a division that brings together all of the Group’s retail activities and specialised business lines;
Investment & Protection Services that include specialised businesses offering a wide range of savings, investment and protection services;
Corporate & Institutional Banking division that offers tailored financial solutions for corporate and institutional clients.
Diversity and Inclusion commitment
BNP Paribas is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity/paternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.

Commitment towards work/life balance
At BNP Paribas we care about our employees wellbeing and promote a culture of good integration between work and rest. We believe our employees have rich personal lives outside of work, being fundamental to be disconnected from work to recharge both physically and mentally. Only through this balance we may all be at our best while working.

Remote Working Conditions
At BNP Paribas, we embrace a Smart Working framework based on trust, autonomy and collaboration. Within this framework, eligible employees can benefit from flexible remote working modalities adapted to our hybrid working environment. To guarantee a comfortable and efficient working set-up, eligible employees are provided with both the office and home equipment, are entitled to an equipment allowance and can benefit from exclusive partnerships to purchase additional equipment at reduced prices.

To find out more on why you should join BNP Paribas visit https://bnpp.lk/why-BNP-Paribas-Portugal

Please note that only applications submitted in English will be considered.
In case you are selected for this role, further documentation will be requested to support your hiring process.
Primary Location

PT-11-Lisbon

Job Type

Standard / Permanent

Job

OPERATIONAL EFFICIENCY TRANSFORMATION AND BUSINESS ANALYSIS

Education Level

Bachelor Degree or equivalent (>= 3 years)

Experience Level

Beginner

Schedule

Full-time

Entity

PRT - CIB

Job Number: 2207CLHUB12058","Data Modeling, Data Science, Microsoft Power BI, Data Analytics, Data Analysis, Dashboards, Analytics, Visualization, Problem Solving, and English"
